metodo;hospital;AbdomenCT;BreastMRI;ChestCT;CXR;Hand;HeadCT
fedag;Hospital_44;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236
fedag;Hospital_45;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;0.9833±0.0236
fedag;Hospital_46;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0471
fedag;Hospital_47;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0471
fedag;Hospital_48;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
fedag;Hospital_49;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0471
fedag;Hospital_50;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236
mh_random_search;Hospital_1;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_random_search;Hospital_2;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_random_search;Hospital_3;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_4;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_5;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_6;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_random_search;Hospital_7;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_8;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_random_search;Hospital_9;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.8833±0.0236;1.0000±0.0000
mh_random_search;Hospital_10;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_11;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_12;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_random_search;Hospital_13;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_random_search;Hospital_14;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_15;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_random_search;Hospital_16;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_random_search;Hospital_17;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_18;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_random_search;Hospital_19;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_random_search;Hospital_20;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_21;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9333±0.0236;1.0000±0.0000
mh_random_search;Hospital_22;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_23;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_24;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_25;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_random_search;Hospital_26;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_random_search;Hospital_27;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_28;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;0.9333±0.0236;1.0000±0.0000
mh_random_search;Hospital_29;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0471;1.0000±0.0000
mh_random_search;Hospital_30;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_random_search;Hospital_31;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0707;1.0000±0.0000
mh_random_search;Hospital_32;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_33;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_random_search;Hospital_34;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_random_search;Hospital_35;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_36;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9333±0.0236;1.0000±0.0000
mh_random_search;Hospital_37;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_38;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_39;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_40;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_random_search;Hospital_41;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_42;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_43;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_random_search;Hospital_44;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_45;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9333±0.0471;1.0000±0.0000
mh_random_search;Hospital_46;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_random_search;Hospital_47;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_48;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_random_search;Hospital_49;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_random_search;Hospital_50;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_1;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_2;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_de;Hospital_3;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_4;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_5;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236
mh_de;Hospital_6;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_de;Hospital_7;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_8;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_9;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.8833±0.0236;1.0000±0.0000
mh_de;Hospital_10;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_11;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_12;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_13;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_14;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_15;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_de;Hospital_16;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_17;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_18;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_de;Hospital_19;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_de;Hospital_20;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_21;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_de;Hospital_22;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_23;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_de;Hospital_24;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_25;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_26;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_de;Hospital_27;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_28;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_de;Hospital_29;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_de;Hospital_30;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_31;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_32;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_de;Hospital_33;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_de;Hospital_34;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_35;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_36;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_de;Hospital_37;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_38;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_39;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_40;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_de;Hospital_41;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_42;1.0000±0.0000;0.9825±0.0248;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_43;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_44;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_45;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_de;Hospital_46;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_47;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_48;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_de;Hospital_49;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_de;Hospital_50;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_1;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_2;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_ga;Hospital_3;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_4;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_5;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_6;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_ga;Hospital_7;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_8;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_9;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9167±0.0471;1.0000±0.0000
mh_ga;Hospital_10;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_11;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_12;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_13;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_14;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_15;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_ga;Hospital_16;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_17;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_18;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_ga;Hospital_19;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_ga;Hospital_20;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_21;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_ga;Hospital_22;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_23;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_ga;Hospital_24;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_25;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_26;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_ga;Hospital_27;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_28;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;0.9500±0.0000;1.0000±0.0000
mh_ga;Hospital_29;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_ga;Hospital_30;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_31;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_32;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_33;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_ga;Hospital_34;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_35;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_36;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_ga;Hospital_37;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_38;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_39;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_40;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_ga;Hospital_41;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_42;1.0000±0.0000;0.9825±0.0248;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_43;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_44;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_45;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_46;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_47;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_48;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_ga;Hospital_49;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_ga;Hospital_50;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_1;1.0000±0.0000;0.9825±0.0248;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_2;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_pso;Hospital_3;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_4;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_5;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236
mh_pso;Hospital_6;1.0000±0.0000;0.9825±0.0248;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_pso;Hospital_7;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_8;1.0000±0.0000;0.9444±0.0786;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_pso;Hospital_9;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9167±0.0236;1.0000±0.0000
mh_pso;Hospital_10;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_11;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_12;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_13;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_pso;Hospital_14;1.0000±0.0000;0.9825±0.0248;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_15;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_pso;Hospital_16;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_17;1.0000±0.0000;0.9825±0.0248;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_18;1.0000±0.0000;0.9825±0.0248;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_pso;Hospital_19;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_pso;Hospital_20;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_21;1.0000±0.0000;0.9649±0.0496;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_pso;Hospital_22;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_23;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_24;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_25;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_pso;Hospital_26;1.0000±0.0000;0.9825±0.0248;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_pso;Hospital_27;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_28;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9500±0.0000;1.0000±0.0000
mh_pso;Hospital_29;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_pso;Hospital_30;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
mh_pso;Hospital_31;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9667±0.0471;1.0000±0.0000
mh_pso;Hospital_32;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000
mh_pso;Hospital_33;1.0000±0.0000;0.9825±0.0248;1.0000±0.0000;1.0000±0.0000;0.9667±0.0236;1.0000±0.0000
mh_pso;Hospital_34;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;1.0000±0.0000;0.9833±0.0236;1.0000±0.0000
